Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-12-04 08:37:35Z : PB = 620113920 : In   : ---------------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-12-04 08:41:55Z : PB = 689360896 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:55Z : PB = 689360896 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:55Z : PB = 689360896 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-12-04 08:41:55Z : PB = 689360896 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-12-04 08:41:55Z : PB = 689360896 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-12-04 08:41:55Z : PB = 689360896 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-12-04 08:41:55Z : PB = 689360896 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-12-04 08:41:55Z : PB = 689360896 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
FeatureEnvyDetector	WARN	Finded Feature Envy
FeatureEnvyDetector	WARN	at C:\Users\kerueilin9\Desktop\Document\window_design\HW6\ClassLibrary\ClassLibrary\Model.cs Line 55
FeatureEnvyDetector	WARN	 ClassLibrary.Model envy ClassLibrary.Shapes
FeatureEnvyDetector	WARN	use list:
FeatureEnvyDetector	WARN		CreateShapeHint
FeatureEnvyDetector	WARN		AddShape
2022-12-04 08:41:56Z : PB = 689123328 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-12-04 08:41:56Z : PB = 689123328 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-12-04 08:41:56Z : PB = 689123328 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-12-04 08:42:50Z : PB = 688488448 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-12-04 08:42:50Z : PB = 689606656 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-12-04 08:42:50Z : PB = 689606656 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-12-04 08:42:50Z : PB = 689606656 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 3])
2022-12-04 08:42:50Z : PB = 688951296 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 3], ignoreCache=True, settingsPath=<null>)
2022-12-04 08:42:50Z : PB = 688955392 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-12-04 08:42:50Z : PB = 688955392 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-12-04 08:42:50Z : PB = 688955392 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:42:50Z : PB = 688955392 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:42:50Z : PB = 688955392 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:42:50Z : PB = 688955392 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:42:50Z : PB = 688955392 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:42:50Z : PB = 692400128 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:42:50Z : PB = 692400128 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:42:50Z : PB = 692400128 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:42:50Z : PB = 692400128 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:42:50Z : PB = 692400128 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:42:50Z : PB = 692666368 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:42:50Z : PB = 692666368 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:42:50Z : PB = 692666368 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:42:50Z : PB = 692228096 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:42:50Z : PB = 692228096 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:42:50Z : PB = 692228096 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:42:50Z : PB = 692228096 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:42:50Z : PB = 692228096 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:42:50Z : PB = 692228096 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:42:50Z : PB = 692228096 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:42:50Z : PB = 692228096 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:42:50Z : PB = 695541760 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:42:50Z : PB = 695541760 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:42:50Z : PB = 695541760 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:42:50Z : PB = 695541760 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:42:50Z : PB = 695541760 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:42:50Z : PB = 695541760 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:42:50Z : PB = 695541760 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:42:50Z : PB = 695541760 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:42:50Z : PB = 698990592 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:42:50Z : PB = 698990592 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:42:50Z : PB = 698990592 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:42:50Z : PB = 698990592 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:42:50Z : PB = 698990592 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:42:50Z : PB = 698990592 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:42:50Z : PB = 698990592 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:42:50Z : PB = 698990592 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:42:51Z : PB = 702439424 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:42:51Z : PB = 702439424 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:42:51Z : PB = 702439424 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:42:51Z : PB = 702439424 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:42:51Z : PB = 702439424 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:42:51Z : PB = 702439424 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:42:51Z : PB = 702439424 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:42:51Z : PB = 702439424 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:42:51Z : PB = 692244480 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:42:51Z : PB = 692244480 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:42:51Z : PB = 692211712 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:42:51Z : PB = 692211712 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:42:51Z : PB = 692985856 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:42:51Z : PB = 692985856 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:42:51Z : PB = 692985856 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:42:51Z : PB = 692985856 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:42:51Z : PB = 696299520 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:42:51Z : PB = 696299520 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:42:51Z : PB = 696299520 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:42:51Z : PB = 696299520 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:42:51Z : PB = 696299520 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:42:51Z : PB = 696299520 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:42:51Z : PB = 696299520 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:42:51Z : PB = 696299520 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:42:51Z : PB = 699748352 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:42:51Z : PB = 699748352 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:42:51Z : PB = 699748352 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:42:51Z : PB = 699748352 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:42:51Z : PB = 699748352 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:42:51Z : PB = 699748352 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:42:51Z : PB = 699748352 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:42:51Z : PB = 699748352 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:42:51Z : PB = 703193088 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:42:51Z : PB = 703193088 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:42:51Z : PB = 703193088 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:42:51Z : PB = 703193088 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:42:51Z : PB = 703193088 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:42:51Z : PB = 703193088 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:42:51Z : PB = 703193088 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:42:51Z : PB = 703193088 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:42:51Z : PB = 706646016 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:42:51Z : PB = 706646016 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:42:51Z : PB = 706646016 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:42:51Z : PB = 706646016 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:42:51Z : PB = 706646016 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:42:51Z : PB = 706646016 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:42:51Z : PB = 706646016 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:42:51Z : PB = 706646016 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:42:51Z : PB = 710094848 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:42:51Z : PB = 710094848 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:42:51Z : PB = 710094848 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:42:51Z : PB = 710094848 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:42:51Z : PB = 710098944 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:42:51Z : PB = 710098944 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:42:51Z : PB = 710098944 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:42:51Z : PB = 710098944 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:42:52Z : PB = 692989952 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:42:52Z : PB = 692989952 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:42:52Z : PB = 692989952 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:42:52Z : PB = 692989952 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:42:52Z : PB = 692989952 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:42:52Z : PB = 692989952 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:42:52Z : PB = 692989952 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:42:52Z : PB = 692989952 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:42:52Z : PB = 696303616 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:42:52Z : PB = 696303616 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:42:52Z : PB = 696303616 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:42:52Z : PB = 696303616 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:42:52Z : PB = 696303616 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:42:52Z : PB = 696303616 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:42:52Z : PB = 696303616 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:42:52Z : PB = 696303616 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:42:52Z : PB = 699752448 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:42:52Z : PB = 699752448 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:42:52Z : PB = 699752448 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:42:52Z : PB = 699752448 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:42:52Z : PB = 699752448 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:42:52Z : PB = 699752448 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:42:52Z : PB = 699752448 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:42:52Z : PB = 699752448 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:42:52Z : PB = 703197184 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:42:52Z : PB = 703197184 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:42:52Z : PB = 703197184 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:42:52Z : PB = 703197184 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:42:52Z : PB = 703201280 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:42:52Z : PB = 703205376 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:42:52Z : PB = 703205376 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:42:52Z : PB = 703205376 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
